Filename,StartLoss,EndLoss
cleaned_PP-5533 Oulta.txt, 0.5195453911089911, 0.26389994991656834
cleaned_PP-2980 yiddish de Varsovie.txt, 0.6196594762283065, 0.9245376604532183
cleaned_64. Le PP en Balinais.txt, 0.7150530458396275, 0.8174637198514182
cleaned_PP-1646 quechua_cuzquenien.txt, 0.6746138745588353, 0.7516684775269599
cleaned_42. Le PP en Armnien.txt, 0.5769367681716508, 0.7093794605320367
cleaned_83. Le PP en Khmer-Surin.txt, 0.5897958089610519, 0.7548717110075054
cleaned_72. Le PP en Ojibwe.txt, 0.7099649487711142, 0.8413419835617791
cleaned_33. Le PP en kazach.txt, 0.6154573844252533, 0.8208998752503643
cleaned_PP-3434_kirundi.txt, 0.7060712264873648, 0.9056508232566268
cleaned_18. Le PP en Tibtain.txt, 0.6800748058689433, 0.7785656533637607
cleaned_36. Le PP en bengali.txt, 0.6356466212416574, 0.5398209522901418
cleaned_54. Le PP en royasque tendasque.txt, 0.6443570520716836, 0.8291343813405152
cleaned_22. Le PP en Comorien.txt, 0.654128153077278, 0.8512404222904172
cleaned_9. Le PP en grecque.txt, 0.5445366395761374, 0.7052974906477213
cleaned_44. Le PP en creole jamacain.txt, 0.6184588937295441, 0.8207357157024073
cleaned_15. Le PP en franca nova.txt, 0.7667757719314643, 0.9228378079653559
cleaned_85. Le PP en Sarnami.txt, 0.6223166961639182, 0.840382599933415
cleaned_8. Le PP en latvian.txt, 0.6831128186538399, 0.921607725560755
cleaned_70. Le PP en Rapa Nui.txt, 0.5807513818949593, 0.6852250331348251
cleaned_40. Le PP en Kirundi.txt, 0.6661435283941308, 0.7585126148536286
cleaned_56.  Le PP en Mapuche.txt, 0.6241780022731229, 0.7876281199406178
cleaned_82. Le PP en Cebuano.txt, 0.6766865082309077, 0.9046849666273414
